Name,OK 43.32,,,,,,,,,
1.2,150-350,18-34,5.3-16.4,2.2-7.0,,,,,,
,,,,,,,,,,
Name,NICORE 55,,,,,,,,,
Material,CAST IRON,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,,,,,
wt%,1.04,0.23,0.71,45.3,0.01,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,220-250,28-30,,,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 12Cr S,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,V,N,Nb,
wt%,0.05,0.86,0.51,3.88,11.9,1.02,0.1,0.061,0.11,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 13Cr G,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,V,Nb,,
wt%,0.15,1.14,0.31,2.23,12.53,1.4,0.23,0.23,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,200-260,28-30,,,,,,,,
,,,,,,,,,,
Name,or OK Flux 10.61.,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-450,28-38,2.0-5.0,4.0-9.0,,,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 13Mn O/G,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,,,,,
wt%,0.85,11.78,0.63,2.95,0.38,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-260,24-30,2.0-4.2,2.5-3.2,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 15CrMn O/G,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,V,,,
wt%,0.3,13.5,0.5,1.75,16,0.8,0.65,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-250,28-37,6.5-21.5,3.3-7.2,,,,,,
1.6,200-330,24-33,5.0-12.0,3.7-8.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 23Cr S,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.04,0.23,0.77,4,23.4,1.3,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 30 O M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Al,,,,,
wt%,0.1,1.41,0.43,2.94,1.37,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-300,25-36,5.0-12.6,2.4-6.8,,,,,,
2.4,250-550,26-40,2.5-9.0,3.7-11.4,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 35 G M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.21,1.4,1.1,1.47,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,250-350,28-34,5.0-12.6,2.4-6.8,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 35 O M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Al,,,
wt%,0.14,1.1,0.28,2.23,1.04,0.48,1.5,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-250,28-37,6.5-21.5,3.3-7.2,,,,,,
1.6,150-300,25-36,5.0-12.6,2.4-6.8,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 35 S M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.21,1.4,1.1,1.47,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
4,500-900,28-34,2.0-5.0,6.5-12.5,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 40 O M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Al,,,
wt%,0.14,1.59,0.62,0.55,4.64,0.49,1.55,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-300,25-36,5.0-12.6,2.4-6.8,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 40 S M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.15,1.14,0.51,4.07,0.77,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
4,500-900,28-34,2.0-5.0,6.5-12.5,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 53 G M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,V,Co,W,,
wt%,0.33,1.14,0.94,1.76,0.44,0.4,2.03,8.17,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-450,21-40,2.4-11.9,1.8-9.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 55 O A,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,V,,,,
wt%,3.6,0.88,0.53,22.5,3.5,0.5,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-300,25-36,5.0-12.6,2.4-6.8,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 58 O/G M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,Al,,,,
wt%,0.42,1.22,0.31,4.89,1.14,0.6,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,200-300,28-36,7.0-12.6,2.4-5.5,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 58 S M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.45,1.61,0.68,5.2,1.25,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
3,400-700,28-36,2.5-5.5,5.5-12.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 60 G M,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.67,0.78,0.71,5.33,1,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.2,150-350,18-34,5.3-16.4,2.2-7.0,,,,,,
1.6,150-450,21-40,2.4-11.9,1.8-9.0,,,,,,
,,,,,,,,,,
Name,OK Tubrodur 200 O D,,,,,,,,,
Material,HARDFACING,Process type,MCAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,,,,,
wt%,0.026,5.12,0.48,8.7,19.1,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
1.6,150-450,21-40,2.4-11.9,1.8-9.0,,,,,,
,,,,,,,,,,
Name,OK Flux 10.71,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.06,1.52,0.47,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-450,28-38,2.0-5.0,4.0-9.0,,,,,,
3,400-700,28-40,2.5-5.5,5.5-12.0,,,,,,
4,500-850,28-40,2.0-5.0,6.5-12.5,,,,,,
,,,,,,,,,,
Name,OK Flux 10.62,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.07,1.61,0.59,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-350,28-38,1.5-2.5,3.5-9.5,,,,,,
3,400-800,28-40,2.5-6.0,6.0-14.5,,,,,,
4,500-900,28-40,2.0-5.5,7.0-18.0,,,,,,
,,,,,,,,,,
Name,OK Flux 10.71,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.07,1.05,0.45,1.18,0.51,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-450,28-38,2.0-5.0,4.0-9.0,,,,,,
,,,,,,,,,,
Name,with OK Flux 10.71,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.08,1.61,0.24,0.65,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-500,28-38,1.5-2.5,3.5-9.5,,,,,,
3,400-800,28-40,2.5-6.0,6.0-14.5,,,,,,
4,500-900,28-40,2.0-5.5,7.0-18.0,,,,,,
,,,,,,,,,,
Name,OK Flux 10.62,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,Cu,,,,,
wt%,0.05,1.28,0.35,2.26,0.02,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
4,500-900,28-40,2.0-5.5,7.0-18.0,,,,,,
,,,,,,,,,,
Name,OK Flux 10.62,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.07,1.9,0.4,2.44,0.32,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.4,250-500,28-38,1.5-2.5,3.5-9.5,,,,,,
3,300-700,28-38,2.5-5.5,6.0-12.5,,,,,,
3.2,350-750,28-38,2.5-5.0,5.5-13.5,,,,,,
4,450-900,28-40,2.0-5.5,7.0-18.0,,,,,,
,,,,,,,,,,
